ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,member_casual,tripduration_minutes,day_of_week,month,year,hour
0B9B8E1617CA678E,electric_bike,7/29/2023 15:50:33,7/29/2023 16:16:06,,,,,member,25,Saturday,July,2023,15
AA244989BC30E7EB,electric_bike,10/7/2023 16:38:13,10/7/2023 16:45:23,,,,,casual,7,Saturday,October,2023,16
518C8FB45ECED8CC,electric_bike,8/8/2023 18:08:49,8/8/2023 18:11:39,,,,,member,2,Tuesday,August,2023,18
3FF4FFAE54279F51,electric_bike,7/5/2023 15:08:45,7/5/2023 15:43:46,,,,,member,35,Wednesday,July,2023,15
D20BF1353AD896D7,electric_bike,7/30/2023 17:55:14,7/30/2023 17:57:50,,,,,member,2,Sunday,July,2023,17
9EEFF94FC0086E8C,electric_bike,4/13/2023 8:00:42,4/13/2023 8:14:55,,,,,member,14,Thursday,April,2023,8
62C8D17C72117ECB,electric_bike,7/5/2023 2:41:24,7/5/2023 2:45:41,,,,,casual,4,Wednesday,July,2023,2
123924EFA584AD14,electric_bike,5/26/2023 12:36:05,5/26/2023 12:45:48,,,,,casual,9,Friday,May,2023,12
DD2D83F4B21F58DF,electric_bike,5/21/2023 14:00:26,5/21/2023 14:43:04,,,,,casual,42,Sunday,May,2023,14
B840639849BD580E,electric_bike,5/5/2023 13:49:57,5/5/2023 14:11:33,,,,,casual,21,Friday,May,2023,13
E86A35FF42304A91,electric_bike,5/12/2023 4:53:38,5/12/2023 5:21:46,,,,,casual,28,Friday,May,2023,4
AA5F24118602EBF2,electric_bike,7/11/2023 18:06:58,7/11/2023 18:21:58,,,,,casual,15,Tuesday,July,2023,18
646BFDD9746235C4,electric_bike,5/31/2023 21:24:08,5/31/2023 21:39:15,,,,,member,15,Wednesday,May,2023,21
27182200F9DA25A0,electric_bike,4/1/2023 0:51:23,4/1/2023 0:52:57,,,,,member,1,Saturday,April,2023,0
BB8662EA161E0F05,electric_bike,10/3/2023 17:47:37,10/3/2023 18:00:42,,,,,member,13,Tuesday,October,2023,17
0EA2F74EA8534F0C,electric_bike,7/29/2023 19:28:20,7/29/2023 19:48:39,,,,,member,20,Saturday,July,2023,19
6FC73281ED9D698F,electric_bike,7/24/2023 20:21:01,7/24/2023 21:23:40,,,,,casual,62,Monday,July,2023,20
87EC117BC5DF443D,electric_bike,11/8/2023 10:44:09,11/8/2023 10:47:04,,,,,member,2,Wednesday,November,2023,10
B6F14AABBB2066BB,electric_bike,1/13/2023 17:52:38,1/13/2023 18:23:50,,,,,casual,31,Friday,January,2023,17
2D1160F598E74A88,electric_bike,1/28/2023 14:58:29,1/28/2023 15:04:01,,,,,casual,5,Saturday,January,2023,14
06E3E92F815DFEC5,electric_bike,8/27/2023 14:46:50,8/27/2023 14:53:50,,,,,casual,7,Sunday,August,2023,14
1D526DD100D8C392,electric_bike,9/1/2023 21:59:04,9/1/2023 22:15:07,,,,,casual,16,Friday,September,2023,21
60707C7A8325F023,electric_bike,10/2/2023 9:06:09,10/2/2023 9:30:25,,,,,casual,24,Monday,October,2023,9
922327EBBE71C68C,electric_bike,5/27/2023 16:08:34,5/27/2023 16:27:44,,,,,casual,19,Saturday,May,2023,16
C416C1C99477E91C,electric_bike,7/11/2023 21:27:42,7/11/2023 21:34:01,,,,,member,6,Tuesday,July,2023,21
40EC45EE8A6EC9E5,electric_bike,7/4/2023 14:00:12,7/4/2023 14:59:20,,,,,casual,59,Tuesday,July,2023,14
E0A3AA310894F67A,electric_bike,5/12/2023 19:52:42,5/12/2023 20:10:53,,,,,member,18,Friday,May,2023,19
C28E8D185C6DFB83,electric_bike,4/16/2023 0:14:26,4/16/2023 0:18:51,,,,,member,4,Sunday,April,2023,0
AF3C75401B1C8857,electric_bike,5/3/2023 10:07:57,5/3/2023 10:25:08,,,,,member,17,Wednesday,May,2023,10
2ED873894C7E689C,electric_bike,7/13/2023 14:19:55,7/13/2023 15:11:39,,,,,casual,51,Thursday,July,2023,14
852FBC48279C808B,electric_bike,7/30/2023 16:33:08,7/30/2023 16:45:50,,,,,casual,12,Sunday,July,2023,16
5DB16FB5A272DD3E,electric_bike,4/20/2023 19:27:37,4/20/2023 19:32:44,,,,,member,5,Thursday,April,2023,19
63DE611620551D18,electric_bike,5/31/2023 22:36:16,5/31/2023 22:49:54,,,,,member,13,Wednesday,May,2023,22
98404E772BC982FD,electric_bike,7/20/2023 14:26:18,7/20/2023 14:32:33,,,,,member,6,Thursday,July,2023,14
FA3DFD91B8BF7C5B,electric_bike,10/20/2023 12:06:50,10/20/2023 12:08:12,,,,,casual,1,Friday,October,2023,12
DC2D41E3AC4862AD,electric_bike,5/15/2023 19:29:32,5/15/2023 19:34:55,,,,,member,5,Monday,May,2023,19
7CA74AD32872C45A,electric_bike,6/18/2023 1:06:02,6/18/2023 1:12:12,,,,,casual,6,Sunday,June,2023,1
2B50A9D8BF24FF42,electric_bike,6/20/2023 13:23:08,6/20/2023 13:34:51,,,,,member,11,Tuesday,June,2023,13
F8FB596D0B5F89E3,electric_bike,7/21/2023 8:14:05,7/21/2023 8:39:06,,,,,casual,25,Friday,July,2023,8
6358899CCC58864B,electric_bike,5/31/2023 8:54:01,5/31/2023 8:59:45,,,,,casual,5,Wednesday,May,2023,8
5B6686E27DA4B50B,electric_bike,4/19/2023 12:29:14,4/19/2023 12:37:19,,,,,member,8,Wednesday,April,2023,12
51F2D17416F9A63A,electric_bike,10/12/2023 7:49:12,10/12/2023 7:54:41,,,,,member,5,Thursday,October,2023,7
0C2ADB40B13A6821,electric_bike,11/22/2023 17:18:40,11/22/2023 17:25:58,,,,,member,7,Wednesday,November,2023,17
AFBD557134D52AA5,electric_bike,4/29/2023 19:28:28,4/29/2023 19:31:58,,,,,member,3,Saturday,April,2023,19
C9FB9102F5354952,electric_bike,7/8/2023 12:23:17,7/8/2023 12:51:06,,,,,casual,27,Saturday,July,2023,12
1BD0056B5DD5FE9B,electric_bike,7/11/2023 16:03:35,7/11/2023 16:13:56,,,,,member,10,Tuesday,July,2023,16
2DE3ACF174E3508B,electric_bike,4/14/2023 7:45:22,4/14/2023 7:50:45,,,,,member,5,Friday,April,2023,7
0FEA65D5A1CC74A9,electric_bike,7/10/2023 12:18:09,7/10/2023 12:29:43,,,,,member,11,Monday,July,2023,12
AB412C77ED375EF2,electric_bike,5/4/2023 15:08:38,5/4/2023 15:19:18,,,,,casual,10,Thursday,May,2023,15
0CFFADBC5EAC56BA,electric_bike,10/8/2023 14:58:05,10/8/2023 14:59:23,,,,,member,1,Sunday,October,2023,14
9DFC0DA93B784A39,electric_bike,5/31/2023 20:39:58,5/31/2023 21:05:39,,,,,member,25,Wednesday,May,2023,20
AB0CAE83D5F21128,electric_bike,10/22/2023 16:52:34,10/22/2023 17:00:42,,,,,member,8,Sunday,October,2023,16
EACD4EA4FC737D89,electric_bike,6/16/2023 21:31:57,6/16/2023 21:54:09,,,,,member,22,Friday,June,2023,21
9F56344232EEC086,electric_bike,6/4/2023 0:19:43,6/4/2023 0:21:19,,,,,casual,1,Sunday,June,2023,0
FFE9AD2A1C6D9BFE,electric_bike,6/24/2023 14:23:26,6/24/2023 14:29:34,,,,,casual,6,Saturday,June,2023,14
321E098B55153FCC,electric_bike,6/4/2023 1:48:13,6/4/2023 2:08:20,,,,,casual,20,Sunday,June,2023,1
BF04722058893BF5,electric_bike,9/18/2023 22:30:22,9/18/2023 22:38:22,,,,,member,8,Monday,September,2023,22
DC12E5D779A0528A,electric_bike,8/1/2023 18:56:36,8/1/2023 19:07:51,,,,,member,11,Tuesday,August,2023,18
080D291534A0FBD2,electric_bike,8/28/2023 17:58:32,8/28/2023 18:10:38,,,,,member,12,Monday,August,2023,17
169F64EEEB5580DB,electric_bike,12/27/2023 19:04:31,12/27/2023 19:10:58,,,,,member,6,Wednesday,December,2023,19
A41EBC013EC7B6A7,electric_bike,6/24/2023 12:12:10,6/24/2023 12:48:06,,,,,member,35,Saturday,June,2023,12
DAA3EB0A2AADBEB8,electric_bike,9/18/2023 14:42:42,9/18/2023 14:47:59,,,,,member,5,Monday,September,2023,14
503DC51CD419B578,electric_bike,7/20/2023 23:01:32,7/20/2023 23:33:44,,,,,casual,32,Thursday,July,2023,23
AFFF39AFA7A667EE,electric_bike,8/19/2023 16:58:39,8/19/2023 17:08:07,,,,,member,9,Saturday,August,2023,16
6D78BD7E79ADF41E,electric_bike,6/15/2023 8:34:27,6/15/2023 8:49:09,,,,,member,14,Thursday,June,2023,8
A66045DC75F90EB7,electric_bike,2/24/2023 17:59:14,2/24/2023 18:04:10,,,,,member,4,Friday,February,2023,17
FFD3FA36F6403176,electric_bike,8/21/2023 16:25:40,8/21/2023 16:33:19,,,,,member,7,Monday,August,2023,16
B65940A873BB2BFA,electric_bike,2/7/2023 16:10:55,2/7/2023 16:31:30,,,,,casual,20,Tuesday,February,2023,16
912CAA420891DF7F,electric_bike,12/16/2023 9:37:07,12/16/2023 9:41:43,,,,,member,4,Saturday,December,2023,9
A32EEAB4BBEAB507,electric_bike,9/27/2023 19:42:13,9/27/2023 19:52:11,,,,,casual,9,Wednesday,September,2023,19
6271AF30B3EAFEBD,electric_bike,1/3/2023 18:13:29,1/3/2023 18:15:44,,,,,member,2,Tuesday,January,2023,18
2DD0DCA83C5EE319,electric_bike,9/16/2023 21:18:20,9/16/2023 21:32:23,,,,,member,14,Saturday,September,2023,21
816860D3BD4F0FBB,electric_bike,8/30/2023 22:03:57,8/30/2023 22:11:45,,,,,member,7,Wednesday,August,2023,22
D31C3F1FBDDEE9C9,electric_bike,9/23/2023 14:42:37,9/23/2023 14:55:28,,,,,casual,12,Saturday,September,2023,14
4686CEE80D5548DB,electric_bike,8/18/2023 6:48:05,8/18/2023 6:51:55,,,,,member,3,Friday,August,2023,6
06261FDBACC7C863,electric_bike,9/16/2023 11:04:34,9/16/2023 11:10:39,,,,,casual,6,Saturday,September,2023,11
FFB86BC84ADC024D,electric_bike,1/28/2023 11:29:56,1/28/2023 11:36:40,,,,,member,6,Saturday,January,2023,11
EF254193E6043B1C,electric_bike,4/20/2023 17:57:25,4/20/2023 17:59:55,,,,,casual,2,Thursday,April,2023,17
50D28238FC300B5B,electric_bike,4/15/2023 19:45:47,4/15/2023 19:53:14,,,,,member,7,Saturday,April,2023,19
4A0DCCFD2CFCCFAC,electric_bike,4/20/2023 18:23:49,4/20/2023 18:28:15,,,,,member,4,Thursday,April,2023,18
622913C80C0D825C,electric_bike,4/28/2023 6:49:41,4/28/2023 7:05:09,,,,,member,15,Friday,April,2023,6
2A8791FFBD586DD3,electric_bike,11/7/2023 20:53:47,11/7/2023 21:03:00,,,,,member,9,Tuesday,November,2023,20
03022678896A5DEE,electric_bike,9/14/2023 12:11:24,9/14/2023 12:15:39,,,,,casual,4,Thursday,September,2023,12
C3722E119E2AD7B1,electric_bike,9/3/2023 12:12:03,9/3/2023 12:17:38,,,,,member,5,Sunday,September,2023,12
EA4C00ABD761A3DB,electric_bike,7/8/2023 21:39:32,7/8/2023 22:19:19,,,,,member,39,Saturday,July,2023,21
DE9E2F942100F54A,electric_bike,10/11/2023 12:28:16,10/11/2023 12:33:58,,,,,casual,5,Wednesday,October,2023,12
07F161FC87068D0A,electric_bike,8/9/2023 11:03:42,8/9/2023 11:12:40,,,,,member,8,Wednesday,August,2023,11
957861E7925064B8,electric_bike,3/28/2023 3:34:27,3/28/2023 3:52:01,,,,,member,17,Tuesday,March,2023,3
D94C58077CCB7EE7,electric_bike,9/25/2023 21:22:19,9/25/2023 21:55:29,,,,,casual,33,Monday,September,2023,21
437EF9BFEA20EC21,electric_bike,9/6/2023 20:59:20,9/6/2023 21:55:50,,,,,casual,56,Wednesday,September,2023,20
EEBFE2DCB928B160,electric_bike,12/25/2023 16:17:13,12/25/2023 16:57:30,,,,,casual,40,Monday,December,2023,16
D7B9EDA56C526516,electric_bike,6/10/2023 9:35:39,6/10/2023 9:40:06,,,,,casual,4,Saturday,June,2023,9
A5813B9FDE65B126,electric_bike,8/6/2023 18:54:56,8/6/2023 18:58:33,,,,,casual,3,Sunday,August,2023,18
C7E366BEF6448E48,electric_bike,9/13/2023 9:22:12,9/13/2023 9:27:31,,,,,member,5,Wednesday,September,2023,9
9096C5374856D6AA,electric_bike,6/4/2023 9:31:40,6/4/2023 9:39:32,,,,,member,7,Sunday,June,2023,9
F93C6E4B9D8E7B02,electric_bike,8/2/2023 10:25:55,8/2/2023 10:34:05,,,,,casual,8,Wednesday,August,2023,10
9A5B34EA28600886,electric_bike,9/11/2023 16:32:35,9/11/2023 16:38:21,,,,,member,5,Monday,September,2023,16
1E7B8610F2FBCD8A,electric_bike,3/14/2023 11:24:17,3/14/2023 11:34:07,,,,,casual,9,Tuesday,March,2023,11
0401E984ADD6D13F,electric_bike,7/22/2023 16:20:27,7/22/2023 16:25:27,,,,,casual,5,Saturday,July,2023,16
7D062C059A65ECA3,electric_bike,10/27/2023 11:04:37,10/27/2023 11:07:57,,,,,member,3,Friday,October,2023,11
3BD4DC97697EFB6E,electric_bike,4/5/2023 20:11:03,4/5/2023 20:33:29,,,,,member,22,Wednesday,April,2023,20
A4AA897530CA2506,electric_bike,9/30/2023 15:11:53,9/30/2023 15:45:19,,,,,casual,33,Saturday,September,2023,15
17E1A1D942E4C294,electric_bike,3/9/2023 22:31:15,3/9/2023 22:42:50,,,,,member,11,Thursday,March,2023,22
9E544E95C87D06A6,electric_bike,8/3/2023 15:35:42,8/3/2023 15:42:04,,,,,member,6,Thursday,August,2023,15
40D4F3366B0FE57D,electric_bike,6/2/2023 19:36:36,6/2/2023 19:44:11,,,,,member,7,Friday,June,2023,19
9E198F560E885E67,electric_bike,9/21/2023 16:20:42,9/21/2023 16:30:17,,,,,casual,9,Thursday,September,2023,16
A48133FA05B20BFA,electric_bike,9/12/2023 8:58:52,9/12/2023 9:13:46,,,,,member,14,Tuesday,September,2023,8
26E637228FEAC753,electric_bike,6/19/2023 17:49:31,6/19/2023 17:58:00,,,,,casual,8,Monday,June,2023,17
D2C744F2CD2FDE8A,electric_bike,9/13/2023 17:25:54,9/13/2023 17:30:49,,,,,member,4,Wednesday,September,2023,17
C468D75BCDCCAF17,electric_bike,4/15/2023 10:51:27,4/15/2023 10:59:52,,,,,casual,8,Saturday,April,2023,10
519F383457FE9A78,electric_bike,11/20/2023 16:31:22,11/20/2023 17:01:05,,,,,member,29,Monday,November,2023,16
D85ACCF15F17D9DB,electric_bike,11/17/2023 17:13:04,11/17/2023 17:30:08,,,,,member,17,Friday,November,2023,17
7EBF2F46BAA7A6B9,electric_bike,6/22/2023 17:52:09,6/22/2023 18:00:46,,,,,casual,8,Thursday,June,2023,17
747D434F8CC9F3BA,electric_bike,9/3/2023 14:29:56,9/3/2023 14:40:56,,,,,casual,11,Sunday,September,2023,14
7171EB1FA8109998,electric_bike,9/16/2023 12:35:40,9/16/2023 12:45:32,,,,,casual,9,Saturday,September,2023,12
CA8A80D9439FF4E6,electric_bike,7/23/2023 0:58:17,7/23/2023 1:09:15,,,,,member,10,Sunday,July,2023,0
0E16CF9429CD94CE,electric_bike,7/4/2023 12:16:27,7/4/2023 12:25:27,,,,,casual,9,Tuesday,July,2023,12
4EA1DF5A4F7B4EA6,electric_bike,10/22/2023 9:54:06,10/22/2023 10:25:22,,,,,casual,31,Sunday,October,2023,9
7DEA682024FCFD6B,electric_bike,10/3/2023 15:31:03,10/3/2023 15:44:40,,,,,member,13,Tuesday,October,2023,15
C7B6F894AB785D71,electric_bike,4/20/2023 19:36:33,4/20/2023 19:52:42,,,,,member,16,Thursday,April,2023,19
52A05379F46C83B3,electric_bike,4/14/2023 18:02:05,4/14/2023 18:05:09,,,,,member,3,Friday,April,2023,18
0AB08AF5AE5C0B5E,electric_bike,10/21/2023 12:00:23,10/21/2023 12:15:28,,,,,member,15,Saturday,October,2023,12
9FA5022ABBA7F455,electric_bike,4/26/2023 22:18:20,4/26/2023 22:20:13,,,,,casual,1,Wednesday,April,2023,22
21C114DE416B4062,electric_bike,5/23/2023 7:45:26,5/23/2023 7:49:47,,,,,member,4,Tuesday,May,2023,7
A4F9B88BE634544E,electric_bike,8/17/2023 10:17:04,8/17/2023 10:27:07,,,,,member,10,Thursday,August,2023,10
4AF41022E7BCB0C8,electric_bike,8/9/2023 6:48:00,8/9/2023 7:16:47,,,,,casual,28,Wednesday,August,2023,6
274084B20106FC15,electric_bike,8/20/2023 17:10:20,8/20/2023 17:51:27,,,,,casual,41,Sunday,August,2023,17
FD62A93A388AD02E,electric_bike,6/10/2023 19:23:14,6/10/2023 19:35:19,,,,,casual,12,Saturday,June,2023,19
6BA6F5671CF076E4,electric_bike,3/22/2023 5:02:05,3/22/2023 5:07:23,,,,,member,5,Wednesday,March,2023,5
31336D05E5554252,electric_bike,3/24/2023 15:25:43,3/24/2023 15:36:20,,,,,member,10,Friday,March,2023,15
CC911E092228E901,electric_bike,11/9/2023 0:15:41,11/9/2023 0:21:15,,,,,member,5,Thursday,November,2023,0
0E8BC6EADC634A69,electric_bike,7/7/2023 19:51:07,7/7/2023 19:55:02,,,,,member,3,Friday,July,2023,19
1F1A62B302B57AB1,electric_bike,10/21/2023 14:59:40,10/21/2023 16:07:39,,,,,casual,67,Saturday,October,2023,14
F1AE9C470221DA22,electric_bike,5/3/2023 20:22:02,5/3/2023 20:35:13,,,,,member,13,Wednesday,May,2023,20
A8922B2D57D7D297,electric_bike,7/10/2023 18:11:42,7/10/2023 18:24:17,,,,,member,12,Monday,July,2023,18
582292AFBEE1B61C,electric_bike,10/18/2023 20:53:26,10/18/2023 21:29:17,,,,,casual,35,Wednesday,October,2023,20
B1D531F70DA3A8CA,electric_bike,11/16/2023 6:37:32,11/16/2023 6:44:05,,,,,member,6,Thursday,November,2023,6
D5D1C19C8A3084BA,electric_bike,8/16/2023 20:18:22,8/16/2023 20:20:38,,,,,member,2,Wednesday,August,2023,20
114A4C48B96B0142,electric_bike,9/21/2023 15:43:37,9/21/2023 15:47:11,,,,,casual,3,Thursday,September,2023,15
DC3C3D9D0F80F8A1,electric_bike,6/20/2023 16:58:51,6/20/2023 17:19:36,,,,,member,20,Tuesday,June,2023,16
48185F5A373A74E1,electric_bike,11/1/2023 17:07:43,11/1/2023 17:16:40,,,,,member,8,Wednesday,November,2023,17
F624F73EC7D2B716,electric_bike,1/7/2023 2:30:14,1/7/2023 2:39:02,,,,,member,8,Saturday,January,2023,2
92526703095F0910,electric_bike,9/2/2023 17:05:37,9/2/2023 17:18:03,,,,,member,12,Saturday,September,2023,17
217F29A05DAA1AE3,electric_bike,11/6/2023 11:28:38,11/6/2023 11:40:29,,,,,casual,11,Monday,November,2023,11
1283EA2FF56FB531,electric_bike,7/22/2023 9:48:45,7/22/2023 10:04:59,,,,,casual,16,Saturday,July,2023,9
DE398E0708D2ED58,electric_bike,11/11/2023 17:34:41,11/11/2023 17:39:41,,,,,casual,5,Saturday,November,2023,17
A641DFC532871C6B,electric_bike,8/3/2023 20:19:50,8/3/2023 20:28:11,,,,,casual,8,Thursday,August,2023,20
C3C3824B94E27C57,electric_bike,9/1/2023 12:39:13,9/1/2023 13:01:50,,,,,casual,22,Friday,September,2023,12
96BDCFE1F1573AFD,electric_bike,6/8/2023 20:46:16,6/8/2023 20:57:46,,,,,casual,11,Thursday,June,2023,20
43BDA4D7E348CC5D,electric_bike,8/1/2023 16:43:24,8/1/2023 16:44:43,,,,,member,1,Tuesday,August,2023,16
2FF0B3513E7FBAF9,electric_bike,5/5/2023 10:18:27,5/5/2023 10:24:16,,,,,member,5,Friday,May,2023,10
8465269E4CA481D9,electric_bike,4/12/2023 13:16:39,4/12/2023 13:19:36,,,,,casual,2,Wednesday,April,2023,13
1D6265609FB0DF8E,electric_bike,10/1/2023 14:02:59,10/1/2023 14:14:09,,,,,member,11,Sunday,October,2023,14
BCF1983DBFD0EEBF,electric_bike,8/1/2023 22:23:57,8/1/2023 22:41:33,,,,,casual,17,Tuesday,August,2023,22
0781DA629442D986,electric_bike,3/7/2023 17:35:02,3/7/2023 17:52:53,,,,,casual,17,Tuesday,March,2023,17
F43494CDECC4C731,electric_bike,9/17/2023 18:10:11,9/17/2023 18:16:12,,,,,member,6,Sunday,September,2023,18
8EDFEE8C4C574799,electric_bike,6/3/2023 21:01:33,6/3/2023 21:09:27,,,,,casual,7,Saturday,June,2023,21
91A8E1CF40A32C57,electric_bike,8/20/2023 19:26:57,8/20/2023 19:37:55,,,,,casual,10,Sunday,August,2023,19
3A82B67D80B98B8D,electric_bike,10/21/2023 15:44:55,10/21/2023 15:58:11,,,,,casual,13,Saturday,October,2023,15
DD5E2636E31FAA41,electric_bike,11/12/2023 21:14:31,11/12/2023 21:19:58,,,,,member,5,Sunday,November,2023,21
2EEB90C23AC12A51,electric_bike,10/8/2023 0:15:50,10/8/2023 0:26:25,,,,,member,10,Sunday,October,2023,0
1C8F0F45E7877CE4,electric_bike,7/15/2023 12:47:24,7/15/2023 12:53:47,,,,,casual,6,Saturday,July,2023,12
C625457C84181FAE,electric_bike,5/6/2023 14:19:23,5/6/2023 14:52:04,,,,,casual,32,Saturday,May,2023,14
8F3F76C1DFC34505,electric_bike,11/10/2023 22:31:33,11/10/2023 22:34:10,,,,,member,2,Friday,November,2023,22
6A59F8F15DF336E4,electric_bike,10/19/2023 23:45:41,10/19/2023 23:51:36,,,,,member,5,Thursday,October,2023,23
D8DB8A9A0F1B41E6,electric_bike,5/7/2023 13:58:13,5/7/2023 14:21:11,,,,,casual,22,Sunday,May,2023,13
FEAC2571A46BC305,electric_bike,5/30/2023 10:35:52,5/30/2023 10:55:53,,,,,member,20,Tuesday,May,2023,10
EFC4AE4C8F82AE76,electric_bike,5/28/2023 19:34:49,5/28/2023 19:46:46,,,,,member,11,Sunday,May,2023,19
793514BB55D0A164,electric_bike,4/12/2023 19:56:12,4/12/2023 21:05:26,,,,,member,69,Wednesday,April,2023,19
04C30AF2ADB34D3E,electric_bike,8/13/2023 13:19:22,8/13/2023 14:17:15,,,,,casual,57,Sunday,August,2023,13
A98A3635C8FAADBA,electric_bike,9/2/2023 6:17:41,9/2/2023 6:26:14,,,,,member,8,Saturday,September,2023,6
F0358D5BE1AA040D,electric_bike,6/6/2023 15:53:50,6/6/2023 16:15:08,,,,,casual,21,Tuesday,June,2023,15
73BD685555B67D28,electric_bike,7/8/2023 0:23:32,7/8/2023 0:25:35,,,,,member,2,Saturday,July,2023,0
A9DE81FB25C3E375,electric_bike,5/29/2023 13:09:30,5/29/2023 14:17:57,,,,,casual,68,Monday,May,2023,13
DE29BCFB0993200B,electric_bike,10/12/2023 14:34:31,10/12/2023 14:38:04,,,,,member,3,Thursday,October,2023,14
DD20C539842F7753,electric_bike,7/9/2023 17:24:01,7/9/2023 17:41:40,,,,,member,17,Sunday,July,2023,17
3E6D6BC9CDD6D867,electric_bike,7/7/2023 14:55:11,7/7/2023 15:01:58,,,,,casual,6,Friday,July,2023,14
D55CF57B65065BD3,electric_bike,7/16/2023 22:28:44,7/16/2023 22:51:42,,,,,casual,22,Sunday,July,2023,22
A2C39245B3C359D9,electric_bike,7/16/2023 18:37:53,7/16/2023 18:49:37,,,,,casual,11,Sunday,July,2023,18
C4B3DBA72E7BFE50,electric_bike,7/29/2023 15:23:29,7/29/2023 15:28:09,,,,,casual,4,Saturday,July,2023,15
C0C4ECD4D7603DDD,electric_bike,4/21/2023 17:51:17,4/21/2023 18:12:46,,,,,member,21,Friday,April,2023,17
9115CCE15B184378,electric_bike,7/15/2023 1:25:29,7/15/2023 1:26:48,,,,,member,1,Saturday,July,2023,1
709F7AB378D89103,electric_bike,10/27/2023 13:44:09,10/27/2023 14:02:13,,,,,member,18,Friday,October,2023,13
81D40B5BC323F410,electric_bike,10/9/2023 19:58:14,10/9/2023 20:01:49,,,,,member,3,Monday,October,2023,19
916FE1CA73AAED95,electric_bike,11/19/2023 1:59:41,11/19/2023 2:01:14,,,,,member,1,Sunday,November,2023,1
22A5BFA7F1CA48B3,electric_bike,12/1/2023 19:01:19,12/1/2023 19:06:45,,,,,casual,5,Friday,December,2023,19
27768AD715347196,electric_bike,9/10/2023 14:28:55,9/10/2023 14:31:19,,,,,member,2,Sunday,September,2023,14
54FB025A0D49E46F,electric_bike,9/22/2023 13:21:23,9/22/2023 15:42:54,,,,,casual,141,Friday,September,2023,13
C4A3C866AB0210AC,electric_bike,8/15/2023 10:43:55,8/15/2023 10:58:59,,,,,member,15,Tuesday,August,2023,10
78E601AB93C95771,electric_bike,6/23/2023 18:18:57,6/23/2023 18:25:32,,,,,casual,6,Friday,June,2023,18
A0C0A45BC091B6AB,electric_bike,2/3/2023 14:34:48,2/3/2023 15:24:18,,,,,member,49,Friday,February,2023,14
84AF5A7094C2A15F,electric_bike,9/8/2023 18:19:06,9/8/2023 18:24:15,,,,,casual,5,Friday,September,2023,18
B00834FDEC6586FD,electric_bike,3/8/2023 20:48:29,3/8/2023 21:12:46,,,,,member,24,Wednesday,March,2023,20
AE444516272D44B4,electric_bike,12/2/2023 8:28:11,12/2/2023 8:32:06,,,,,member,3,Saturday,December,2023,8
03F180124FF4AB97,electric_bike,9/10/2023 13:42:59,9/10/2023 13:45:30,,,,,casual,2,Sunday,September,2023,13
70E5786CFA95C8D3,electric_bike,5/22/2023 17:16:11,5/22/2023 17:22:53,,,,,casual,6,Monday,May,2023,17
6D64AB51D26F9319,electric_bike,5/20/2023 15:02:06,5/20/2023 15:09:11,,,,,casual,7,Saturday,May,2023,15
ED0B90D1AD1803C4,electric_bike,4/10/2023 15:47:26,4/10/2023 15:51:40,,,,,member,4,Monday,April,2023,15
122676A75F6805A8,electric_bike,5/12/2023 14:57:17,5/12/2023 15:01:29,,,,,casual,4,Friday,May,2023,14
2B27A40A6FE4A797,electric_bike,11/4/2023 9:50:43,11/4/2023 10:06:19,,,,,member,15,Saturday,November,2023,9
FC4BCE9E696F86A9,electric_bike,7/10/2023 20:37:12,7/10/2023 20:44:31,,,,,member,7,Monday,July,2023,20
402D25E6964D3715,electric_bike,5/31/2023 17:20:43,5/31/2023 17:21:43,,,,,member,1,Wednesday,May,2023,17
AC988837688D524B,electric_bike,7/9/2023 14:16:48,7/9/2023 14:28:18,,,,,member,11,Sunday,July,2023,14
180193F78B0B3D1E,electric_bike,11/18/2023 8:48:18,11/18/2023 9:10:44,,,,,member,22,Saturday,November,2023,8
0070832AFDFBFC94,electric_bike,10/3/2023 20:47:41,10/3/2023 21:14:38,,,,,casual,26,Tuesday,October,2023,20
496B6A1E7AE3AF4B,electric_bike,10/24/2023 7:58:40,10/24/2023 8:42:13,,,,,member,43,Tuesday,October,2023,7
DBCE0BB6A4ECCB29,electric_bike,5/1/2023 17:23:38,5/1/2023 17:25:53,,,,,member,2,Monday,May,2023,17
14CED91982C34217,electric_bike,4/13/2023 21:26:37,4/14/2023 0:26:42,,,,,member,180,Thursday,April,2023,21
5A34CECF4B5FDB70,electric_bike,6/30/2023 16:27:08,6/30/2023 17:20:27,,,,,casual,53,Friday,June,2023,16
EA4280FFFEE85DD3,electric_bike,9/28/2023 7:00:58,9/28/2023 7:19:38,,,,,member,18,Thursday,September,2023,7
E1E1F6AAD96AF3DB,electric_bike,9/24/2023 20:18:10,9/24/2023 20:36:34,,,,,casual,18,Sunday,September,2023,20
8CAACF90BF82BFC7,electric_bike,12/18/2023 16:23:02,12/18/2023 16:26:58,,,,,member,3,Monday,December,2023,16
600FC66BB59A105D,electric_bike,6/11/2023 0:33:06,6/11/2023 0:36:19,,,,,casual,3,Sunday,June,2023,0
F1F3DE98517DD62D,electric_bike,9/10/2023 15:31:34,9/10/2023 15:50:54,,,,,member,19,Sunday,September,2023,15
